source,source_row_id,merged_row_id,url,title,target_price,log_target_price,target_price_source,target_price_is_outlier,target_price_missing,brand_clean,brand_grouped,brand_is_rare,model_clean,model_grouped,model_is_rare,ram_gb,storage_gb,screen_size_inch,cpu_name_raw,cpu_type,cpu_model_clean,cpu_brand,cpu_tier,gpu_tier,gpu_tier_v2,storage_type_clean,condition_clean,warranty_months,warranty_status,has_warranty,origin_clean,ram_missing,storage_missing,screen_missing,cpu_missing,gpu_missing,ram_suspicious,storage_suspicious,screen_suspicious,potential_dedicated_gpu,repair_mismatch,price_spread_clean_pct,flag_price_spread_warn,flag_price_spread_critical,is_soft_duplicate_spec,merged_spec_key,is_cross_source_soft_duplicate
chotot,12,12,https://www.chotot.com/mua-ban-quan-12-tp-ho-chi-minh/131739971.htm,"MSI Bravo 15 Ryzen 7 5800H/8GB/512G/RX 5500M/15.6""",8300000.0,15.931766193248746,listing_price,False,False,MSI,MSI,False,Bravo 15,Other,True,8.0,512.0,15.95,ryzen 7,,,AMD,Upper-mid,Integrated - AMD Radeon,,SSD,Đã sử dụng (chưa sửa chữa),,Manufacturer,True,Unknown,False,False,False,False,False,False,False,False,False,False,,False,False,False,MSI|Other|AMD|Upper-mid|8|512|15.9|Integrated - AMD Radeon,False
chotot,13,13,https://www.chotot.com/mua-ban-quan-6-tp-ho-chi-minh/131823679.htm,"Dell Latitude 5320 2in1 i5 1145G7 16G/256G/13""X360",8700000.0,15.978833698567334,listing_price,False,False,Dell,Dell,False,Dòng Khác,Dòng Khác,False,16.0,256.0,13.95,Unknown,,,Intel,Upper-mid,Integrated - Intel,,SSD,Đã sử dụng (chưa sửa chữa),3.0,Active,True,Mỹ,False,False,False,False,False,False,False,False,False,False,,False,False,False,Dell|Dòng Khác|Intel|Upper-mid|16|256|13.9|Integrated - Intel,False
chotot,14,14,https://www.chotot.com/mua-ban-quan-go-vap-tp-ho-chi-minh/132037304.htm,"Asus ROG Zephyrus M16 i7 12700H,16G, 512G,RTX 3060",21900000.0,16.90199724044883,listing_price,False,False,ASUS,ASUS,False,ROG Zephyrus M16,Other,True,16.0,512.0,15.95,i7 12700h,,,Intel,Upper-mid,Dedicated - Other/Entry,,SSD,Đã sử dụng (chưa sửa chữa),6.0,Active,True,Việt Nam,False,False,False,False,False,False,False,False,False,False,,False,False,False,ASUS|Other|Intel|Upper-mid|16|512|15.9|Dedicated - Other/Entry,False
chotot,15,15,https://www.chotot.com/mua-ban-thanh-pho-thu-duc-tp-ho-chi-minh/131999361.htm,Dell Precision 5550 750GB Xeon W-10855M RAM 32GB,24000000.0,16.993564429978885,listing_price,False,False,Dell,Dell,False,Precision 15 5000,Other,True,32.0,750.0,15.95,Unknown,,,Intel,Other,Dedicated - Other/Entry,,SSD,Đã sử dụng (chưa sửa chữa),0.0,Expired,False,Mỹ,False,False,False,False,False,False,False,False,False,False,,False,False,False,Dell|Other|Intel|Other|32|750|15.9|Dedicated - Other/Entry,False
chotot,16,16,https://www.chotot.com/mua-ban-thanh-pho-thu-dau-mot-binh-duong/131030151.htm,DELL 5420.I5 1145G7- 8G-256G-14IN FHD 99%.BH 6TH,7600000.0,15.843658936835498,listing_price,False,False,Dell,Dell,False,Latitude 15 5000,Other,True,8.0,256.0,13.95,Unknown,,,Intel,Mid,Integrated - Intel,,SSD,Đã sử dụng (chưa sửa chữa),6.0,Active,True,Mỹ,False,False,False,False,False,False,False,False,False,False,,False,False,False,Dell|Other|Intel|Mid|8|256|13.9|Integrated - Intel,False
chotot,17,17,https://www.chotot.com/mua-ban-thanh-pho-thu-dau-mot-binh-duong/132086567.htm,DELL XPS 9500 (I9-10885H/32GB/SSD 512/1650TI 4GB),18000000.0,16.705882371415992,listing_price,False,False,Dell,Dell,False,XPS 15,Other,True,32.0,512.0,15.95,i9-10885h,,,Intel,High,Dedicated - Other/Entry,,SSD,Đã sử dụng (chưa sửa chữa),,Manufacturer,True,Unknown,False,False,False,False,False,False,False,False,False,False,,False,False,False,Dell|Other|Intel|High|32|512|15.9|Dedicated - Other/Entry,False
chotot,18,18,https://www.chotot.com/mua-ban-quan-cau-giay-ha-noi/132064755.htm,Lenovo X1 Carbon Gen 7 i5 8GB/256GB Đen,5000000.0,15.424948670398354,listing_price,False,False,Lenovo,Lenovo,False,ThinkPad X1 Carbon,ThinkPad X1 Carbon,False,8.0,256.0,13.95,Unknown,,,Intel,Mid,Integrated - Intel,,SSD,Đã sử dụng (chưa sửa chữa),,Manufacturer,True,Nhật Bản,False,False,False,False,False,False,False,False,False,False,,False,False,False,Lenovo|ThinkPad X1 Carbon|Intel|Mid|8|256|13.9|Integrated - Intel,False
chotot,19,19,https://www.chotot.com/mua-ban-quan-10-tp-ho-chi-minh/131956507.htm,"Dell Precision 3560 i7-1185G7,16GB,256GB,card 2GB",10000000.0,16.118095750958314,listing_price,False,False,Dell,Dell,False,Precision 15 3000,Other,True,8.0,256.0,13.95,Unknown,,,Intel,Entry,Integrated - Intel,,SSD,Đã sử dụng (chưa sửa chữa),3.0,Active,True,Unknown,False,False,False,False,False,False,False,False,False,False,,False,False,False,Dell|Other|Intel|Entry|8|256|13.9|Integrated - Intel,False
chotot,20,20,https://www.chotot.com/mua-ban-huyen-tra-on-vinh-long/128551228.htm,Laptop Toshiba i7g7 r8 ssd 250 Nhật về ok,3700000.0,15.123843647884687,listing_price,False,False,Toshiba,Toshiba,False,Dòng Khác,Dòng Khác,False,8.0,250.0,15.95,Unknown,,,Intel,Upper-mid,Integrated - Intel,,SSD,Đã sử dụng (chưa sửa chữa),,Manufacturer,True,Nhật Bản,False,False,False,False,False,False,False,False,False,False,,False,False,False,Toshiba|Dòng Khác|Intel|Upper-mid|8|250|15.9|Integrated - Intel,False
chotot,21,21,https://www.chotot.com/mua-ban-thanh-pho-bien-hoa-dong-nai/132007083.htm,HP 14 Core i3-6006u 8GB/128GB.pin new,2800000.0,14.845130332288226,listing_price,False,False,HP,HP,False,Pavilion 14,Other,True,8.0,127.0,13.95,i3-6006u,,,Intel,Entry,Integrated - Intel,,SSD,Đã sử dụng (chưa sửa chữa),1.0,Active,True,Unknown,False,False,False,False,False,False,False,False,False,False,,False,False,False,HP|Other|Intel|Entry|8|127|13.9|Integrated - Intel,False
chotot,22,22,https://www.chotot.com/mua-ban-thanh-pho-hue-thua-thien-hue/132082935.htm,Dell Latitude 5580 i5 15.6 inch 8GB/128GB,4900000.0,15.404745967162468,listing_price,False,False,Dell,Dell,False,Latitude,Latitude,False,8.0,128.0,15.95,Unknown,,,Intel,Mid,Integrated - Intel,,SSD,Đã sử dụng (chưa sửa chữa),6.0,Active,True,Unknown,False,False,False,False,False,False,False,False,False,False,,False,False,False,Dell|Latitude|Intel|Mid|8|128|15.9|Integrated - Intel,False
chotot,23,23,https://www.chotot.com/mua-ban-quan-binh-tan-tp-ho-chi-minh/132052620.htm,Acer A715 i5-12450H 16GB 512GB RTX 3050 4GB FHD,12990000.0,16.379690465629075,listing_price,False,False,Acer,Acer,False,Aspire 7,Other,True,16.0,512.0,15.95,i5-12450h,,,Intel,Mid,Dedicated - Other/Entry,,SSD,Đã sử dụng (chưa sửa chữa),,Active,True,Việt Nam,False,False,False,False,False,False,False,False,False,False,,False,False,False,Acer|Other|Intel|Mid|16|512|15.9|Dedicated - Other/Entry,False
chotot,24,24,https://www.chotot.com/mua-ban-quan-10-tp-ho-chi-minh/131877773.htm,"Macbook Air 13"" 2022 M2 Ram 16Gb SSD 256Gb",18000000.0,16.705882371415992,listing_price,False,False,Apple,Apple,False,MacBook Air M2,MacBook Air M2,False,16.0,256.0,13.95,m2,,,Apple,Mid,Missing,,SSD,Đã sử dụng (chưa sửa chữa),,Manufacturer,True,Unknown,False,False,False,False,True,False,False,False,False,False,,False,False,False,Apple|MacBook Air M2|Apple|Mid|16|256|13.9|Missing,False
chotot,25,25,https://www.chotot.com/mua-ban-thanh-pho-nha-trang-khanh-hoa/132029294.htm,MSI Cyborg 15 i5-12450H 15.6 inch 16GB/512GB,15000000.0,16.52356082573315,listing_price,False,False,MSI,MSI,False,Cyborg 15,Other,True,16.0,512.0,15.95,i5-12450h,,,Intel,Mid,Dedicated - Other/Entry,,SSD,Đã sử dụng (chưa sửa chữa),,Manufacturer,True,Unknown,False,False,False,False,False,False,False,False,False,False,,False,False,False,MSI|Other|Intel|Mid|16|512|15.9|Dedicated - Other/Entry,False
chotot,26,26,https://www.chotot.com/mua-ban-quan-tan-binh-tp-ho-chi-minh/132065521.htm,"HP 15-da0056TU i3 8130U, 4GB, SSD 128GB, 15.6"" HD",2300000.0,14.648420115681892,listing_price,False,False,HP,HP,False,Dòng Khác,Dòng Khác,False,4.0,128.0,15.95,i3 8130u,,,Intel,Entry,Integrated - Intel,,SSD,Mới,1.0,Active,True,Other,False,False,False,False,False,False,False,False,False,False,,False,False,False,HP|Dòng Khác|Intel|Entry|4|128|15.9|Integrated - Intel,False
chotot,27,27,https://www.chotot.com/mua-ban-quan-binh-thanh-tp-ho-chi-minh/128581657.htm,🎖️HP Laptop 15s i3 1005G1/8/256 MX130 15'6 FHD 🔋3h,4500000.0,15.319588176962746,listing_price,False,False,HP,HP,False,Dòng Khác,Dòng Khác,False,8.0,256.0,15.95,Unknown,,,Intel,Entry,Dedicated - Other/Entry,,SSD,Đã sử dụng (chưa sửa chữa),3.0,Active,True,Việt Nam,False,False,False,False,False,False,False,False,False,False,,False,False,False,HP|Dòng Khác|Intel|Entry|8|256|15.9|Dedicated - Other/Entry,False
chotot,28,28,https://www.chotot.com/mua-ban-huyen-dong-anh-ha-noi/132066308.htm,Macbook 12 inch retina 2017,4000000.0,15.201805169084134,listing_price,False,False,Apple,Apple,False,MacBook,Other,True,8.0,256.0,11.95,Unknown,,,Apple,Mid,Integrated - Intel,,SSD,Mới,0.0,Expired,False,Mỹ,False,False,False,False,False,False,False,False,False,False,,False,False,False,Apple|Other|Apple|Mid|8|256|11.9|Integrated - Intel,False
chotot,29,29,https://www.chotot.com/mua-ban-quan-4-tp-ho-chi-minh/131988254.htm,Dell Latitude 5420 i5-1145G7 14 inch FHD 8GB/256GB,7000000.0,15.76142084987672,listing_price,False,False,Dell,Dell,False,Dòng Khác,Dòng Khác,False,8.0,256.0,13.95,Unknown,,,Intel,Mid,Integrated - Intel,,SSD,Đã sử dụng (chưa sửa chữa),3.0,Active,True,Mỹ,False,False,False,False,False,False,False,False,False,False,,False,False,False,Dell|Dòng Khác|Intel|Mid|8|256|13.9|Integrated - Intel,False
chotot,30,30,https://www.chotot.com/mua-ban-quan-12-tp-ho-chi-minh/131898122.htm,MSI Prestige 15 i7-10710U 16GB/512GB máy đẹp,8600000.0,15.967272877502799,listing_price,False,False,MSI,MSI,False,Prestige 15,Other,True,16.0,512.0,,i7-10710u,,,Intel,Upper-mid,Dedicated - Other/Entry,,SSD,Đã sử dụng (chưa sửa chữa),,Manufacturer,True,Unknown,False,False,True,False,False,False,False,False,False,False,,False,False,False,MSI|Other|Intel|Upper-mid|16|512|Unknown|Dedicated - Other/Entry,False
chotot,31,31,https://www.chotot.com/mua-ban-huyen-gia-lam-ha-noi/132002719.htm,Apple MacBook Pro 13 inch 2019,11000000.0,16.213405921671733,listing_price,False,False,Apple,Apple,False,MacBook Pro,MacBook Pro,False,16.0,256.0,13.95,Unknown,,,Intel,Mid,Missing,,SSD,Đã sử dụng (chưa sửa chữa),,Manufacturer,True,Unknown,False,False,False,False,True,False,False,False,False,False,,False,False,False,Apple|MacBook Pro|Intel|Mid|16|256|13.9|Missing,False
chotot,32,32,https://www.chotot.com/mua-ban-quan-dong-da-ha-noi/131903382.htm,Dell Vostro 3510 mỏng nhẹ,5500000.0,15.520258832020865,listing_price,False,False,Dell,Dell,False,Vostro 15 3000,Other,True,8.0,480.0,15.95,Unknown,,,Intel,Entry,Integrated - Intel,,SSD,Đã sử dụng (chưa sửa chữa),,Manufacturer,True,Unknown,False,False,False,False,False,False,False,False,False,False,,False,False,False,Dell|Other|Intel|Entry|8|480|15.9|Integrated - Intel,False
chotot,33,33,https://www.chotot.com/mua-ban-quan-8-tp-ho-chi-minh/131843995.htm,MacBook Air M4 13.3 inch (16GB/256GB ) bh 9/2026,21950000.0,16.90427774304354,listing_price,False,False,Apple,Apple,False,Macbook air m4,Macbook air m4,False,16.0,256.0,13.95,m4,,,Apple,Mid,Missing,,Unknown,Đã sử dụng (chưa sửa chữa),6.0,Active,True,Unknown,False,False,False,False,True,False,False,False,False,False,,False,False,False,Apple|Macbook air m4|Apple|Mid|16|256|13.9|Missing,False
chotot,34,34,https://www.chotot.com/mua-ban-thanh-pho-thu-duc-tp-ho-chi-minh/130409405.htm,5 Laptop gaming i5 8G/128G SSD BH 12-2026,2700000.0,14.80876270134486,listing_price,False,False,Acer,Acer,False,Aspire 5 Pro,Other,True,8.0,512.0,13.95,Unknown,,,Intel,Mid,Dedicated - Other/Entry,,SSD,Đã sử dụng (chưa sửa chữa),12.0,Active,True,Mỹ,False,False,False,False,False,False,False,False,False,False,,False,False,False,Acer|Other|Intel|Mid|8|512|13.9|Dedicated - Other/Entry,False
chotot,35,35,https://www.chotot.com/mua-ban-quan-go-vap-tp-ho-chi-minh/131443682.htm,GIGABYTE Sabre 15GV8 i7-8750H 8GB,3500000.0,15.068273812173887,listing_price,False,False,Gigabyte,Other,True,GYGABYTE Gaming,Other,True,8.0,,,i7-8750h,,,Intel,Upper-mid,Dedicated - Other/Entry,,Unknown,Đã sử dụng (chưa sửa chữa),0.0,Expired,False,Unknown,False,True,True,False,False,False,False,False,False,False,,False,False,False,Other|Other|Intel|Upper-mid|8|Unknown|Unknown|Dedicated - Other/Entry,False
chotot,36,36,https://www.chotot.com/mua-ban-thanh-pho-my-tho-tien-giang/132036548.htm,HP Elitebook 840 G10 I5 1345U.Ram 16G.SSD 512G.FHD,12800000.0,16.36495580701484,listing_price,False,False,HP,HP,False,EliteBook 8,Other,True,16.0,512.0,13.95,i5 1345u,,,Intel,Mid,Integrated - Intel,,SSD,Đã sử dụng (chưa sửa chữa),3.0,Active,True,Nhật Bản,False,False,False,False,False,False,False,False,False,False,,False,False,False,HP|Other|Intel|Mid|16|512|13.9|Integrated - Intel,False
chotot,37,37,https://www.chotot.com/mua-ban-quan-bac-tu-liem-ha-noi/131593808.htm,Gaming Vivobook K3605ZU 12500H RTX 2050 BH Hãng,13800000.0,16.440179222591198,listing_price,False,False,ASUS,ASUS,False,Vivobook 16,Other,True,16.0,512.0,15.95,Unknown,,,Intel,Mid,Dedicated - Other/Entry,,SSD,Đã sử dụng (chưa sửa chữa),,Active,True,Việt Nam,False,False,False,False,False,False,False,False,False,False,,False,False,False,ASUS|Other|Intel|Mid|16|512|15.9|Dedicated - Other/Entry,False
chotot,38,38,https://www.chotot.com/mua-ban-thanh-pho-thu-duc-tp-ho-chi-minh/132088993.htm,Apple MacBook Air M1 13 inch 8GB/256GB Like New,12500000.0,16.341239282272525,listing_price,False,False,Apple,Apple,False,MacBook Air M1,MacBook Air M1,False,8.0,256.0,13.95,m1,,,Apple,Mid,Unclear,,SSD,Đã sử dụng (chưa sửa chữa),1.0,Active,True,Mỹ,False,False,False,False,False,False,False,False,False,False,,False,False,False,Apple|MacBook Air M1|Apple|Mid|8|256|13.9|Unclear,False
chotot,39,39,https://www.chotot.com/mua-ban-huyen-dong-anh-ha-noi/132040075.htm,Dell Inspiron 5480 i5-8265U 16GB/256GB,4200000.0,15.250595321348806,listing_price,False,False,Dell,Dell,False,Inspiron,Inspiron,False,16.0,256.0,,i5-8265u,,,Intel,Mid,Missing,,Unknown,Đã sử dụng (chưa sửa chữa),,Manufacturer,True,Unknown,False,False,True,False,True,False,False,False,False,False,,False,False,False,Dell|Inspiron|Intel|Mid|16|256|Unknown|Missing,False
chotot,40,40,https://www.chotot.com/mua-ban-quan-go-vap-tp-ho-chi-minh/131392266.htm,Surface Laptop 7 X plus 16GB ram đẹp vừa bóc tem,19700000.0,16.796129244469636,listing_price,False,False,Microsoft,Microsoft,False,Surface Laptop 7,Other,True,16.0,512.0,13.95,Unknown,,,Unknown,Other,Integrated - Intel,,SSD,Đã sử dụng (chưa sửa chữa),12.0,Active,True,Unknown,False,False,False,False,False,False,False,False,False,False,,False,False,False,Microsoft|Other|Unknown|Other|16|512|13.9|Integrated - Intel,False
chotot,41,41,https://www.chotot.com/mua-ban-quan-bac-tu-liem-ha-noi/131961292.htm,Lenovo LOQ 15IAX9 12450HX RTX 3050 Keng 99% BH Dài,18000000.0,16.705882371415992,listing_price,False,False,Lenovo,Lenovo,False,Dòng Khác,Dòng Khác,False,32.0,512.0,15.95,Unknown,,,Intel,Mid,Dedicated - Other/Entry,,SSD,Đã sử dụng (chưa sửa chữa),,Active,True,Việt Nam,False,False,False,False,False,False,False,False,False,False,,False,False,False,Lenovo|Dòng Khác|Intel|Mid|32|512|15.9|Dedicated - Other/Entry,False
chotot,42,42,https://www.chotot.com/mua-ban-thanh-pho-qui-nhon-binh-dinh/132070151.htm,Dell Precision 5560 - 5570 RTXA1000 / A2000,18300000.0,16.722411672456456,listing_price,False,False,Dell,Dell,False,Precision,Precision,False,16.0,512.0,15.95,Unknown,,,Intel,Upper-mid,Dedicated - Other/Entry,,SSD,Đã sử dụng (chưa sửa chữa),,Manufacturer,True,Unknown,False,False,False,False,False,False,False,False,False,False,,False,False,False,Dell|Precision|Intel|Upper-mid|16|512|15.9|Dedicated - Other/Entry,False
chotot,43,43,https://www.chotot.com/mua-ban-quan-10-tp-ho-chi-minh/131659202.htm,ThinkPad P1 Gen 3 i7-10750H/32GB/512GB/QuadroT1000,14500000.0,16.489659276356317,listing_price,False,False,Lenovo,Lenovo,False,ThinkPad P1 Gen 8,Other,True,32.0,512.0,15.95,i7-10750h,,,Intel,Upper-mid,Dedicated - Other/Entry,,SSD,Đã sử dụng (chưa sửa chữa),3.0,Active,True,Nhật Bản,False,False,False,False,False,False,False,False,False,False,,False,False,False,Lenovo|Other|Intel|Upper-mid|32|512|15.9|Dedicated - Other/Entry,False
chotot,44,44,https://www.chotot.com/mua-ban-thanh-pho-my-tho-tien-giang/132017359.htm,Dell 3551 I9 10885H. Ram 16G.SSD 256G.Vga Rời P620,11900000.0,16.29204904211537,listing_price,False,False,Dell,Dell,False,Precision 15 3000,Other,True,16.0,256.0,15.95,i9 10885h,,,Intel,High,Dedicated - Other/Entry,,SSD,Đã sử dụng (chưa sửa chữa),3.0,Active,True,Mỹ,False,False,False,False,False,False,False,False,False,False,,False,False,False,Dell|Other|Intel|High|16|256|15.9|Dedicated - Other/Entry,False
chotot,45,45,https://www.chotot.com/mua-ban-quan-go-vap-tp-ho-chi-minh/132005465.htm,Asus Tuf Ryzen 5 7535HS 16/512GB RTX 2050 còn BH,13000000.0,16.380459992348886,listing_price,False,False,ASUS,ASUS,False,TUF Gaming A15,Other,True,16.0,512.0,15.95,ryzen 5,,,AMD,Mid,Dedicated - Other/Entry,,SSD,Đã sử dụng (chưa sửa chữa),,Active,True,Unknown,False,False,False,False,False,False,False,False,False,False,,False,False,False,ASUS|Other|AMD|Mid|16|512|15.9|Dedicated - Other/Entry,False
chotot,46,46,https://www.chotot.com/mua-ban-quan-hai-ba-trung-ha-noi/132016543.htm,Lenovo Thinkpad T14 Gen 1 Ryzen 5 32GB/512GB,9500000.0,16.066802461833923,listing_price,False,False,Lenovo,Lenovo,False,ThinkPad T14 Gen 3,Other,True,32.0,512.0,13.95,ryzen 5,,,AMD,Mid,Integrated - Intel,,SSD,Đã sử dụng (chưa sửa chữa),,Manufacturer,True,Unknown,False,False,False,False,False,False,False,False,False,False,,False,False,False,Lenovo|Other|AMD|Mid|32|512|13.9|Integrated - Intel,False
chotot,47,47,https://www.chotot.com/mua-ban-quan-hai-chau-da-nang/132050823.htm,CẶP LAPTOP i3-i5 SAMSUNG XÁCH TAY HÀN QUỐC,4000000.0,15.201805169084134,listing_price,False,False,Samsung,Other,True,N-Series,Other,True,8.0,127.0,15.95,Unknown,,,Intel,Entry,Integrated - Intel,,SSD,Đã sử dụng (chưa sửa chữa),3.0,Active,True,Hàn Quốc,False,False,False,False,False,False,False,False,False,False,,False,False,False,Other|Other|Intel|Entry|8|127|15.9|Integrated - Intel,False
chotot,48,48,https://www.chotot.com/mua-ban-quan-12-tp-ho-chi-minh/131169090.htm,thinkpad e14 gen2 amd ryzen7 4700-8-256-14in full,6500000.0,15.687312888712007,listing_price,False,False,Lenovo,Lenovo,False,Thinkpad e14,Other,True,8.0,256.0,13.95,ryzen7,,,AMD,Upper-mid,Integrated - AMD Radeon,,SSD,Đã sử dụng (chưa sửa chữa),3.0,Active,True,Unknown,False,False,False,False,False,False,False,False,False,False,,False,False,False,Lenovo|Other|AMD|Upper-mid|8|256|13.9|Integrated - AMD Radeon,False
